date,bitcoin,bitcoin_cash,ethereum,litecoin,ripple
24/10/2015,274.63,554.996,0.619466,3.1155,0.00471968
28/7/2014,625.016,,,8.59142,0.00552425
23/8/2013,105.232,,,2.6471,0.00565258
11/12/2015,414.863,581.012,0.792909,3.65935,0.00888285
22/2/2014,687.32,,,18.1777,0.0182464
29/4/2017,1311.04,321.475,64.479,14.4255,0.0485822
3/12/2014,369.096,411.01,,3.59651,0.0145529
23/4/2016,445.702,474.736,8.22683,3.32727,0.00734803
29/6/2016,649.736,509.43,13.6018,4.10135,0.00652983
2/2/2017,972.586,360.682,10.6209,4.07677,0.00658629
14/1/2017,796.407,366.393,9.78377,3.89258,0.00672255
4/10/2016,612.126,454.888,13.222,3.83652,0.0082168
24/2/2017,1143.14,289.295,12.7596,3.84147,0.00589042
23/3/2016,415.598,533.469,11.583,3.23033,0.00807348
11/4/2017,1188.0,318.654,42.5014,8.81393,0.0336279
29/10/2017,6119.32,465.531,305.042,58.0519,0.20336
9/12/2013,776.96,,,14.8243,0.0134786
27/6/2013,108.9,,,2.24431,
17/12/2013,1030.64,,,42.9471,0.0543969
6/9/2014,510.361,322.622,,4.85679,0.00488445
26/4/2016,457.701,429.291,8.0806,3.76721,0.00727933
21/12/2013,765.32,,,24.7548,0.034439
15/9/2017,3697.86,337.7,254.642,51.6062,0.184972
14/12/2014,374.862,425.744,,3.52672,0.0148366
9/4/2016,423.811,501.246,9.91515,3.24414,0.00678552
22/4/2014,427.748,,,10.8104,0.00645675
26/8/2015,230.173,633.663,1.29085,2.9782,0.00760771
19/11/2015,334.246,589.677,0.999183,3.17214,0.00425058
15/6/2015,229.669,644.201,,1.85723,0.00802262
7/11/2014,345.474,283.138,,3.58333,0.00466858
13/4/2017,1200.97,314.686,43.5552,10.7473,0.0342229
16/8/2015,265.805,662.834,2.18547,4.02305,0.00820178
13/9/2014,484.695,458.381,,5.07364,0.00470945
23/10/2015,264.688,540.854,0.422475,3.07696,0.0046837
26/6/2013,105.99,,,2.3539,
1/8/2017,2703.89,332.633,225.711,42.9155,0.176265
25/7/2014,620.055,,,8.61971,0.00536314
2/2/2015,262.191,325.047,,1.9086,0.0147894
17/11/2015,320.758,591.968,0.907901,3.0791,0.00415873
9/7/2016,643.358,490.397,10.2867,4.20169,0.00665333
3/11/2016,725.873,438.236,11.0079,4.09376,0.0082235
27/8/2013,104.4,,,2.76535,0.00427738
18/9/2013,135.3,,,2.79602,0.00586333
25/7/2017,2603.73,326.565,201.758,40.8484,0.170639
14/5/2016,454.32,424.021,10.9151,3.94639,0.00618976
27/4/2017,1278.81,323.175,52.4477,14.9356,0.0323317
14/11/2013,202.32,,,2.33186,0.0063276
3/6/2014,516.295,,,11.5039,0.00368655
29/5/2016,498.676,408.16,11.6938,4.64757,0.00571529
31/12/2013,669.11,,,15.8564,0.0168461
8/10/2017,4616.19,386.882,307.821,52.1007,0.26627
14/2/2014,823.08,,,21.7649,0.0214641
5/9/2013,120.0,,,2.76157,0.00619764
1/6/2015,237.406,401.909,,1.81327,0.00895639
22/1/2017,926.034,363.686,10.8843,3.90248,0.00673607
18/5/2016,454.774,422.793,11.7303,3.98715,0.00604085
25/1/2017,907.879,361.013,10.6006,3.79133,0.00655286
4/4/2017,1129.9,313.339,45.8816,8.16359,0.0314509
12/6/2014,648.41,,,11.4637,0.0043479
9/7/2015,270.949,740.741,,5.38977,0.00965509
31/3/2014,616.987,,,16.4095,0.0136985
17/2/2015,219.139,333.982,,1.86414,0.0143478
21/1/2016,382.212,590.277,1.38563,3.1846,0.0052392
28/10/2013,134.55,,,2.03158,0.00906698
31/5/2013,114.156,,,3.15827,
17/9/2017,3701.85,336.575,255.053,52.1355,0.185794
18/4/2014,464.402,,,11.343,0.00814427
17/5/2013,117.0,,,2.78957,
19/8/2017,4116.04,334.858,296.306,45.3601,0.154345
2/1/2014,560.15,,,18.3596,0.0214271
18/7/2016,666.034,462.515,11.3799,4.18915,0.00654549
22/5/2014,451.272,,,10.384,0.00592382
16/11/2013,203.73,,,2.97589,0.00605789
2/4/2014,603.703,,,15.809,0.0129715
27/10/2015,288.511,537.203,0.673224,3.07263,0.00460617
15/6/2013,127.401,,,2.8435,
18/1/2015,244.566,204.585,,1.28555,0.0146639
21/12/2016,793.315,395.863,7.67315,3.66139,0.00648898
6/9/2015,229.589,643.413,1.27071,2.70104,0.00729554
15/11/2014,343.492,278.3,,3.71106,0.00494036
27/12/2014,322.022,256.759,,2.85149,0.0255787
10/7/2015,269.478,735.336,,6.13298,0.00958848
29/9/2015,233.241,620.549,0.730005,2.97079,0.00655589
2/1/2015,316.561,244.71,,2.69631,0.0236616
7/7/2017,2549.5,327.8,253.318,45.9346,0.239739
26/5/2015,236.846,300.616,,1.82173,0.00683447
12/2/2017,1003.48,354.83,11.2557,3.78874,0.00635438
26/11/2014,383.492,448.333,,3.51344,0.00625335
10/9/2015,241.162,637.407,1.24681,3.0481,0.00786364
13/2/2015,227.457,337.41,,1.78249,0.0143074
29/6/2015,242.676,789.846,,3.10172,0.0115273
28/4/2014,515.641,,,11.7826,0.00633589
12/5/2014,446.294,,,10.4595,0.00525651
26/5/2014,444.368,,,10.3732,0.00693968
29/9/2017,4205.07,366.746,292.037,54.6226,0.197574
10/7/2016,653.698,492.623,10.8148,4.10127,0.00667033
19/5/2013,91.01,,,3.63013,
5/6/2014,555.32,,,11.236,0.00402057
27/10/2016,664.004,438.733,11.6083,3.95228,0.00881135
15/7/2017,2055.09,322.037,179.123,39.709,0.164043
19/6/2014,657.53,,,11.1587,0.00442466
4/10/2014,404.686,415.909,,4.24129,0.00531167
2/7/2017,2445.84,324.593,269.758,41.6669,0.259801
10/10/2013,128.84,,,2.44145,0.0104008
31/5/2017,2252.71,360.585,205.547,24.637,0.205692
2/2/2014,833.7,,,24.7594,0.0199247
13/11/2016,707.696,427.788,10.0712,3.76053,0.00799817
24/2/2015,236.829,319.163,,1.84096,0.0136948
20/8/2016,574.948,433.043,10.7807,3.61039,0.00613951
20/7/2013,78.48,,,2.40999,
7/7/2016,675.219,477.928,10.6308,4.47863,0.00671263
9/11/2014,324.968,292.558,,3.59228,0.0048182
4/4/2014,565.677,,,16.0323,0.0125302
1/4/2014,616.973,,,15.8585,0.0133853
17/8/2013,101.61,,,2.9925,
7/8/2015,282.135,663.452,,4.34408,0.00823009
15/12/2013,1122.87,,,31.067,0.0575158
20/11/2016,748.749,422.011,9.66649,3.94152,0.00779795
15/2/2014,842.05,,,21.6449,0.0214894
9/6/2016,576.673,437.874,14.5293,4.71373,0.00576872
18/5/2017,1819.29,314.177,90.1621,25.1153,0.364496
6/12/2015,361.606,561.453,0.834842,3.47192,0.00490275
4/1/2017,1030.47,362.711,9.41901,4.62452,0.00641989
3/9/2016,571.819,426.422,12.0952,3.81126,0.00597579
3/3/2015,236.16,288.62,,1.83936,0.0133893
29/1/2017,922.994,358.033,10.5125,3.85244,0.00634589
29/6/2014,612.4,,,9.81321,0.00417379
27/8/2015,226.995,631.677,1.13386,2.93785,0.00712016
12/8/2017,3949.6,315.626,308.636,47.3319,0.168314
24/3/2016,419.152,536.469,11.901,3.23694,0.00814804
24/11/2014,409.747,435.583,,3.77821,0.00558794
18/9/2014,484.654,414.025,,5.44793,0.00469118
25/10/2013,131.09,,,2.12099,0.00971878
21/3/2017,1058.41,314.343,45.4591,4.03624,0.00693062
15/10/2015,250.079,591.899,0.606636,3.17645,0.0053699
6/7/2015,255.811,770.525,,4.10024,0.0108829
10/2/2015,225.924,351.241,,1.75234,0.015183
12/6/2016,583.377,458.079,13.8016,4.8778,0.00573406
25/5/2016,445.427,428.65,12.8461,3.95062,0.00594947
5/7/2016,673.016,509.657,11.4721,4.49328,0.00820504
18/7/2017,2356.3,320.69,241.041,43.9475,0.186783
25/6/2014,584.821,,,9.76309,0.00425591
2/9/2013,112.17,,,2.82928,0.00332756
14/1/2014,747.72,,,24.5913,0.0270432
10/9/2016,622.512,446.956,11.5375,3.96882,0.00587859
13/2/2016,379.999,667.925,6.17066,3.10207,0.00782567
18/6/2017,2591.41,329.276,373.975,46.4568,0.269477
23/11/2013,319.81,,,3.88841,0.00775965
12/7/2013,103.39,,,2.83478,
14/9/2017,3387.13,340.624,228.058,41.4451,0.168282
13/8/2013,98.5759,,,2.9615,
2/10/2017,4427.26,382.582,298.506,51.6591,0.201274
27/7/2014,628.086,,,8.64548,0.00537171
4/5/2015,234.167,301.263,,1.41509,0.00803784
26/11/2016,738.105,414.441,9.55808,3.91606,0.00689809
20/8/2014,569.529,506.749,,5.06556,0.00528171
14/10/2015,246.632,593.807,0.636484,3.1173,0.00524392
28/3/2017,1030.0,323.049,50.7603,4.07068,0.00928228
7/10/2016,612.013,455.599,12.8065,3.84087,0.00738825
23/9/2013,123.46,,,2.6822,0.00583863
13/1/2017,767.149,366.964,9.64537,3.94848,0.00655378
19/3/2014,662.5,,,15.397,0.0147279
22/1/2014,857.55,,,24.0718,0.0226096
17/10/2014,371.211,378.565,,3.82871,0.00475596
23/3/2017,1041.39,313.283,39.8998,3.93756,0.00736959
4/12/2015,359.777,591.547,0.816346,3.36145,0.00426538
21/6/2013,121.714,,,2.5823,
18/8/2016,580.452,427.85,11.0455,3.6047,0.0061464
25/4/2017,1223.75,324.455,50.104,15.0285,0.0313886
16/3/2016,416.66,539.544,12.7364,3.28745,0.00846928
29/12/2014,334.25,216.28,,2.7528,0.0232012
20/7/2014,628.546,,,8.63521,0.00435435
20/1/2016,387.038,555.932,1.43361,3.04732,0.00530143
26/3/2016,416.832,541.439,10.6745,3.23249,0.0082244
22/6/2015,249.827,894.351,,3.0089,0.0109197
29/10/2015,292.501,560.901,0.785891,3.09653,0.00464985
27/7/2016,648.27,428.062,12.5752,3.9808,0.00614465
13/10/2014,321.4,379.178,,3.87528,0.00478474
7/9/2013,121.18,,,2.65522,0.00606081
15/7/2013,95.3886,,,2.97799,
31/1/2017,921.309,356.664,10.4998,4.0165,0.00640615
21/9/2016,609.101,447.793,13.6546,3.84736,0.00685036
8/10/2013,128.39,,,2.46528,0.0101137
4/7/2013,106.55,,,2.30062,
15/8/2014,589.683,513.676,,6.97066,0.00526909
7/8/2013,91.7024,,,2.94829,
26/6/2014,559.434,,,9.64693,0.00423192
8/9/2016,608.994,444.449,11.6621,3.96789,0.00591623
14/4/2016,426.294,478.693,7.41576,3.24567,0.00577538
2/6/2013,123.1,,,3.27158,
12/3/2014,581.48,,,13.7268,0.0138003
3/5/2016,452.29,403.724,9.73194,3.65799,0.00679755
8/4/2017,1174.68,310.205,42.5397,9.37335,0.0353062
24/3/2015,259.816,331.56,,1.74762,0.0105541
28/7/2016,653.678,430.183,12.6535,3.96938,0.00595679
29/5/2017,2191.33,366.514,158.899,24.3116,0.224103
29/7/2014,620.445,,,8.4317,0.00605374
26/9/2016,602.966,443.175,12.9552,3.79859,0.00765701
19/6/2017,2568.92,333.693,377.562,45.274,0.281726
6/4/2016,423.233,510.166,10.8094,3.2456,0.00748554
6/9/2017,4507.45,332.168,331.323,76.584,0.220181
22/1/2015,197.244,242.981,,1.32732,0.0151419
5/8/2015,279.73,679.621,,4.23626,0.0083061
31/8/2015,221.515,653.09,1.15959,2.87953,0.00738049
8/8/2017,3407.25,314.34,297.456,49.8457,0.188897
23/8/2014,493.484,450.269,,4.1097,0.00516341
29/5/2015,237.313,357.907,,1.83936,0.00681165
5/8/2013,89.28,,,2.90663,
18/12/2015,457.011,601.284,0.990385,3.72735,0.00675348
29/8/2013,110.55,,,2.74309,0.00437208
22/7/2015,274.517,589.572,,3.85684,0.00813938
29/9/2013,132.62,,,2.6549,0.00608146
4/10/2013,131.05,,,2.52798,0.00704318
12/8/2015,261.801,663.589,0.643769,3.93829,0.00879457
15/7/2016,656.24,473.152,10.984,4.15296,0.00641495
10/5/2014,425.696,,,11.3166,0.00537104
11/4/2015,252.688,310.706,,1.62219,0.00910851
14/9/2016,607.68,448.689,12.0181,3.81718,0.00589959
14/8/2015,264.522,664.601,1.09408,4.04244,0.00836774
25/10/2016,652.827,440.771,11.9569,3.86782,0.00906693
25/11/2016,740.662,415.304,9.3563,3.90634,0.00694625
6/8/2013,90.3672,,,2.89478,
4/8/2014,597.576,508.121,,7.61125,0.00608408
8/10/2016,615.719,464.554,12.5793,3.86252,0.00745671
21/6/2017,2657.32,334.863,376.359,46.9948,0.324986
11/9/2016,623.676,445.853,11.598,3.96995,0.00586871
6/1/2014,645.14,,,17.4283,0.0225342
31/8/2014,501.235,378.458,,5.52444,0.00496327
7/7/2013,109.015,,,3.06858,
10/5/2017,1793.44,316.843,89.146,31.6411,0.184907
25/2/2017,1177.52,305.973,13.1933,3.85017,0.00568128
25/2/2014,638.18,,,15.9569,0.0157666
31/7/2017,2855.56,336.944,202.154,43.7032,0.170912
3/9/2017,4527.4,328.162,345.317,74.2441,0.206978
8/6/2017,2827.87,331.801,259.866,28.1264,0.282987
22/7/2016,663.551,437.317,12.3396,4.13101,0.00640482
18/1/2014,809.9,,,26.4831,0.0249197
7/8/2016,570.135,410.017,10.3861,3.76223,0.00637911
4/3/2017,1267.16,326.125,18.8841,3.91168,0.00635436
9/3/2016,414.271,516.03,8.94089,3.23356,0.00792808
19/12/2013,1127.12,,,30.2663,0.0469207
30/5/2017,2183.63,354.923,185.937,25.1462,0.233535
7/11/2013,195.01,,,2.60692,0.00674171
15/9/2016,610.202,452.526,11.9827,3.84216,0.00589524
29/11/2015,359.416,614.321,0.884117,3.47375,0.00423747
23/7/2014,623.815,,,8.62781,0.00607785
11/4/2014,485.565,,,13.2254,0.00882712
19/11/2014,378.629,234.688,,3.98693,0.0051375
12/7/2015,267.704,685.329,,4.61861,0.00901343
20/1/2015,204.946,211.767,,1.29745,0.0168391
21/7/2013,67.809,,,2.68284,
17/6/2016,733.566,463.907,19.4168,5.3975,0.00674714
22/9/2016,598.608,446.792,13.7527,3.78,0.00674037
26/1/2017,900.2,361.296,10.5304,3.71444,0.00648896
3/4/2014,600.589,,,15.4232,0.0127485
28/6/2014,596.463,,,10.0761,0.00424936
7/1/2017,892.194,355.334,10.2817,3.85733,0.00628973
8/6/2016,584.665,429.665,13.9149,4.75393,0.00578491
10/12/2016,773.192,402.562,8.63321,3.68982,0.00714183
27/3/2016,418.258,537.81,10.9738,3.215,0.00816121
30/3/2016,425.678,551.587,11.5188,3.20878,0.00758345
22/3/2014,622.39,,,16.1522,0.0147453
9/6/2014,566.67,,,10.8407,0.0042608
5/12/2013,482.59,,,9.48073,0.0082943
16/1/2015,274.705,205.929,,1.58262,0.0187939
30/10/2013,139.63,,,1.89834,0.00889263
14/10/2013,138.5,,,2.3936,0.011676
7/4/2017,1153.1,314.258,44.8524,9.98365,0.0311324
5/4/2016,421.726,518.996,11.553,3.23242,0.00750745
23/12/2014,321.417,270.917,,2.93599,0.0277567
2/9/2014,502.386,395.47,,5.35952,0.00500377
13/2/2014,819.49,,,22.8897,0.0208784
16/6/2015,230.259,662.31,,1.99507,0.00818616
24/8/2016,583.06,421.179,11.04,3.94173,0.00599687
29/10/2014,386.883,335.903,,3.74563,0.00512686
25/1/2016,389.1,638.693,2.21577,3.15665,0.00514785
4/1/2015,314.022,226.38,,2.70255,0.0242105
3/7/2013,102.0,,,2.28867,
15/5/2013,141.96,,,3.64914,
6/6/2014,586.827,,,10.9662,0.00487951
26/5/2013,118.78,,,3.24093,
7/3/2016,396.187,526.841,11.0359,3.23593,0.00788059
11/9/2013,122.3,,,2.5436,0.00552798
2/11/2015,324.769,558.259,0.909637,3.83316,0.00466051
16/12/2015,443.909,578.333,1.0002,3.81585,0.00671644
29/8/2016,572.82,423.285,11.069,3.73751,0.00597411
2/6/2014,492.126,,,11.0415,0.00316663
18/9/2017,3980.17,338.666,295.768,52.853,0.183906
16/4/2017,1186.37,323.028,47.6317,10.6962,0.0337229
18/7/2014,614.266,,,8.64372,0.00430633
27/9/2016,606.089,442.746,12.9189,3.86532,0.00838989
20/1/2014,975.83,,,25.2845,0.0237737
28/6/2017,2539.78,331.521,301.789,43.3735,0.281177
15/11/2013,201.27,,,2.45307,0.00593466
31/3/2016,416.228,558.859,11.91,3.21682,0.00751001
19/2/2015,247.851,337.73,,1.80394,0.0147865
16/6/2013,127.98,,,2.6895,
27/10/2014,383.055,353.125,,3.85719,0.00517803
24/10/2016,657.199,440.188,12.0264,3.91205,0.00946419
14/1/2016,445.932,543.784,1.13048,3.45379,0.0058089
9/10/2016,618.876,456.034,12.2289,3.84286,0.00726535
16/6/2017,2261.25,333.471,333.499,29.8158,0.25446
3/1/2016,434.221,528.023,0.96158,3.49503,0.00596737
1/1/2014,644.05,,,18.0604,0.0207833
30/4/2014,493.836,,,12.5689,0.00639769
9/2/2017,1052.24,357.986,11.3414,4.02693,0.00646249
14/12/2015,425.814,586.157,0.97204,3.61233,0.0085444
16/9/2014,479.012,441.314,,5.50308,0.00476072
2/1/2017,972.948,352.838,8.23864,4.5112,0.00639558
11/7/2017,2375.98,321.269,205.316,45.5044,0.185525
7/4/2016,424.194,516.241,10.2773,3.24922,0.00737924
15/5/2015,243.663,297.41,,1.46624,0.00721409
30/7/2017,2749.13,338.641,199.856,40.1789,0.164957
5/11/2014,357.237,281.738,,3.75637,0.00487582
17/3/2017,1222.28,314.589,40.6497,4.20347,0.00631092
31/1/2016,379.89,626.769,2.53951,3.09619,0.00688981
21/3/2014,621.94,,,15.8318,0.0144892
31/3/2015,253.246,323.796,,1.67024,0.00890006
19/2/2014,821.49,,,18.5533,0.0184492
7/7/2015,256.656,742.874,,4.80357,0.0101371
29/5/2013,117.18,,,2.93058,
9/7/2014,600.891,,,8.4818,0.00384414
9/12/2016,772.765,404.86,8.55038,3.69303,0.0071189
22/10/2016,632.257,435.245,12.0663,3.81413,0.00901919
18/10/2014,362.101,345.314,,3.84518,0.00480618
22/5/2013,118.33,,,3.4615,
17/12/2016,783.972,402.664,7.81534,3.62823,0.00670356
26/2/2014,654.09,,,16.0851,0.0159131
24/4/2016,444.884,474.509,7.93629,3.31943,0.00735982
22/11/2013,294.21,,,4.26784,0.0069937
3/11/2014,352.45,318.786,,3.74637,0.00477909
8/8/2014,585.466,550.524,,7.57351,0.00528533
9/5/2017,1658.2,314.692,93.1722,29.427,0.174572
14/8/2017,4362.51,327.056,299.659,43.3079,0.166242
21/4/2014,454.672,,,10.6145,0.00673648
6/5/2016,447.289,361.272,9.58908,3.70955,0.00620357
30/9/2016,606.008,447.738,13.0849,3.85731,0.00884323
23/3/2015,266.851,318.755,,1.74537,0.0103709
24/12/2015,439.136,603.053,0.870907,3.55934,0.00620334
22/9/2014,477.706,391.028,,5.07313,0.00511739
30/8/2013,111.701,,,2.71122,0.00439693
29/3/2016,425.553,549.017,11.361,3.26524,0.00796504
20/12/2013,1002.91,,,24.44,0.0346756
4/2/2014,867.22,,,20.8659,0.0191161
27/5/2017,2352.89,373.5,181.111,24.7209,0.271785
12/3/2016,417.27,536.214,10.5216,3.3811,0.00831859
19/9/2016,607.309,448.665,12.8156,4.05827,0.00691495
16/2/2014,829.58,,,21.4874,0.0208163
11/2/2015,218.892,346.792,,1.77391,0.0146533
21/8/2014,539.68,411.252,,4.94336,0.00538541
21/9/2017,3668.1,350.582,261.813,48.3472,0.173283
28/2/2015,234.566,300.99,,1.80495,0.0133918
29/1/2015,232.926,276.368,,2.08256,0.0166047
25/4/2016,453.824,453.894,8.18478,3.53685,0.00730681
27/12/2013,906.15,,,30.5495,0.0322093
14/8/2014,586.662,509.844,,6.97684,0.00547348
28/8/2016,576.007,424.242,11.2212,3.74317,0.00600709
17/4/2016,429.539,514.494,8.16524,3.27493,0.00638194
11/1/2016,449.557,528.793,0.977053,3.51795,0.00599005
26/5/2017,2730.61,347.162,202.696,29.7765,0.27772
22/7/2014,619.951,,,8.31703,0.00481683
4/1/2014,638.3,,,17.0944,0.0220126
7/12/2016,764.395,412.054,6.93972,3.53566,0.00663367
27/1/2015,230.925,258.676,,1.81462,0.0168499
3/8/2014,597.815,556.148,,7.56796,0.00611819
11/6/2013,134.6,,,3.09213,
16/11/2014,349.135,299.85,,3.6817,0.00488313
6/7/2013,110.91,,,3.07596,
18/2/2017,1041.4,332.933,12.8453,3.82202,0.00601177
8/1/2016,430.805,508.393,0.961688,3.57345,0.00604775
24/1/2014,836.11,,,26.363,0.0239417
9/1/2014,693.91,,,22.4503,0.0264432
21/1/2015,218.091,248.068,,1.33467,0.015982
22/5/2015,236.758,297.849,,1.46038,0.00664443
25/3/2015,260.658,335.187,,1.79404,0.0101922
5/10/2015,237.731,601.056,0.695455,3.05447,0.00560977
4/2/2017,1019.55,360.14,10.8578,4.09167,0.00647473
20/6/2016,753.637,474.316,12.4945,5.60345,0.00661547
23/2/2014,692.4,,,17.0879,0.0172474
3/8/2017,2815.08,331.592,225.094,42.9587,0.174701
5/9/2015,226.675,636.807,1.22057,2.63323,0.00761865
24/5/2014,441.282,,,10.5078,0.00707355
19/6/2016,754.455,479.36,13.1825,5.54793,0.00665846
12/5/2016,453.406,426.772,9.57757,3.86979,0.00624323
19/1/2017,899.644,367.543,10.1145,3.8419,0.00675199
18/3/2015,287.691,330.97,,2.04785,0.0110747
24/3/2017,1056.17,313.203,41.7155,3.97914,0.00936245
17/5/2014,429.981,,,10.732,0.00659989
20/2/2015,262.742,323.864,,1.85873,0.0137021
10/12/2014,376.298,425.801,,3.61583,0.0135648
23/1/2016,410.273,625.054,1.51063,3.12844,0.00521881
28/9/2016,607.068,443.295,13.1136,3.84684,0.00819291
12/10/2017,5707.79,425.445,302.401,56.6398,0.249046
10/3/2015,267.155,278.894,,1.90583,0.0109291
17/1/2014,802.1,,,25.2298,0.0280872
18/4/2015,224.205,317.181,,1.39717,0.00796852
12/6/2013,128.985,,,3.07544,
9/5/2016,459.16,378.115,9.0129,3.92567,0.00646228
28/12/2016,930.351,358.134,7.2249,4.45517,0.0062079
24/2/2016,438.692,574.134,5.71269,3.40643,0.00804931
21/2/2014,725.92,,,17.092,0.0177394
2/10/2015,236.202,613.047,0.724364,3.00498,0.00543421
12/4/2014,476.496,,,11.9657,0.00874786
30/1/2014,853.01,,,24.0262,0.0204377
1/3/2016,432.373,547.192,6.5306,3.46746,0.00790103
22/4/2017,1222.57,320.337,49.0333,11.1773,0.0329881
24/6/2017,2760.61,329.206,340.811,47.1086,0.327117
27/3/2015,262.736,337.528,,1.66436,0.0102584
28/1/2017,920.339,360.694,10.5244,3.85353,0.00638683
30/4/2015,218.727,298.408,,1.36089,0.0077714
23/5/2017,2242.91,310.063,186.887,25.401,0.293696
25/3/2014,635.66,,,16.5879,0.0142599
15/3/2017,1236.09,316.616,28.0882,4.03733,0.00636704
1/4/2017,1041.06,311.357,47.7169,6.51017,0.022564
24/11/2016,743.086,420.576,9.8723,3.91772,0.00706295
26/4/2014,409.46,,,12.8443,0.00773924
26/6/2017,2627.95,330.856,321.283,44.098,0.300892
26/9/2017,3908.59,359.491,287.883,52.5633,0.193337
27/9/2013,134.51,,,2.62133,0.00618881
17/2/2014,819.19,,,20.3577,0.020027
12/4/2015,253.043,307.199,,1.57576,0.00919999
2/10/2014,428.889,400.257,,4.46745,0.00462601
12/3/2015,276.149,284.868,,2.06308,0.0100604
12/8/2014,589.73,556.983,,7.12744,0.00519963
29/7/2017,2705.48,340.686,196.862,40.7776,0.16563
13/7/2014,645.18,,,7.5221,0.00289686
24/8/2015,233.494,635.719,1.4326,3.50152,0.00781038
25/7/2015,276.139,695.709,,3.79034,0.00746576
22/2/2015,237.71,324.073,,1.83848,0.0140245
18/11/2014,367.833,310.257,,4.11627,0.00508782
2/1/2016,430.84,524.778,0.950158,3.49018,0.00600711
16/9/2013,137.08,,,2.50546,0.00582002
20/5/2015,237.384,297.474,,1.46244,0.00627731
19/8/2013,104.86,,,2.86431,
3/11/2013,163.2,,,1.849,0.00776452
13/5/2016,451.927,443.283,10.095,3.81578,0.00615514
6/5/2015,234.814,298.763,,1.41812,0.00805412
18/5/2013,103.43,,,3.51708,
28/8/2015,203.863,641.816,1.18854,2.96087,0.00734856
1/7/2014,589.439,,,9.79951,0.0042007
30/9/2014,402.175,402.798,,4.5064,0.00462328
13/5/2017,1784.71,312.317,91.3386,27.5339,0.20091
25/6/2017,2688.44,330.539,334.167,44.004,0.306213
8/2/2017,1059.9,357.271,11.5164,4.05223,0.00645193
26/1/2014,863.47,,,23.7795,0.0216556
5/7/2014,594.267,,,9.23487,0.00406613
1/10/2016,605.636,449.292,13.2896,3.83478,0.00911669
2/3/2015,235.821,293.167,,1.84743,0.0133171
2/3/2014,616.22,,,15.6621,0.0152173
21/5/2013,116.79,,,3.21463,
13/7/2016,648.473,477.778,10.6953,4.19953,0.00654088
1/12/2015,364.834,620.712,0.853092,3.61247,0.00428502
12/6/2015,228.462,625.969,,1.75647,0.00803054
13/7/2017,2345.15,323.251,207.185,45.604,0.197512
15/8/2013,110.34,,,2.92638,
14/4/2015,242.767,302.574,,1.48467,0.00848205
1/11/2014,353.778,330.793,,3.83503,0.00470046
6/3/2016,409.248,501.96,10.6476,3.1636,0.00811553
14/11/2016,695.098,428.232,10.2187,3.86918,0.00828118
18/5/2014,430.926,,,10.5303,0.00607446
20/5/2017,1965.5,312.444,117.655,27.5036,0.309446
22/11/2016,734.128,416.365,9.56658,3.94928,0.00755137
4/11/2015,334.018,569.66,0.953811,4.20296,0.0051427
9/8/2014,597.118,546.323,,7.48616,0.00522377
22/3/2016,412.154,538.589,10.8138,3.20141,0.00790545
30/8/2014,517.643,413.793,,5.37791,0.00514952
8/7/2015,260.837,713.973,,5.51323,0.0101133
2/12/2013,468.66,,,7.8202,0.00998194
17/2/2016,402.707,587.264,5.26723,3.20608,0.00860691
16/9/2015,235.224,627.636,0.891943,2.8442,0.00858708
20/10/2014,372.683,316.252,,4.02857,0.00482081
25/8/2016,582.594,424.813,11.0562,3.88304,0.00601968
20/5/2014,441.514,,,10.6884,0.00596387
31/5/2014,445.06,,,10.5215,0.00666698
8/5/2014,451.657,,,10.2442,0.00486672
29/11/2013,408.52,,,4.38939,0.0105099
17/1/2016,375.468,554.524,1.22148,3.02809,0.00522044
22/8/2017,4090.11,332.033,313.197,46.7989,0.292304
23/2/2017,1112.62,316.841,12.6248,3.80081,0.00586547
28/9/2017,4100.49,361.873,299.787,52.0814,0.192127
18/9/2015,231.71,627.508,0.92787,2.80622,0.00750057
17/9/2014,472.043,412.655,,5.38787,0.00475217
28/5/2017,2012.35,355.313,160.934,24.7921,0.229561
5/8/2014,582.346,547.58,,7.33514,0.00511744
7/12/2014,381.015,433.808,,3.6183,0.013244
9/7/2017,2589.88,324.98,244.27,51.0244,0.234352
1/2/2015,258.223,337.595,,1.93207,0.0154977
10/4/2015,261.58,305.058,,1.67499,0.008817
12/10/2016,634.187,444.841,12.0639,3.82368,0.00827193
5/4/2015,245.58,316.18,,1.67938,0.00770397
6/2/2015,212.725,332.672,,1.83696,0.0140012
23/2/2016,437.112,584.193,5.2448,3.45651,0.00805185
6/5/2014,488.405,,,10.7344,0.00540376
14/2/2017,992.643,341.345,11.2424,3.71514,0.00627573
1/7/2013,99.99,,,2.28174,
23/5/2013,106.4,,,3.4239,
23/10/2013,126.11,,,2.00256,0.0103753
26/6/2015,246.698,845.255,,2.80523,0.010797
15/12/2015,435.797,589.372,0.986017,3.65542,0.00875703
28/4/2015,231.789,299.281,,1.3095,0.00828154
4/6/2016,549.816,428.386,13.7133,4.85624,0.00578263
22/6/2017,2709.33,326.435,338.292,47.2399,0.305638
16/6/2014,645.998,,,11.094,0.00396438
30/12/2014,318.075,235.089,,2.75802,0.0240967
3/5/2015,224.665,300.205,,1.41968,0.00803833
24/3/2014,630.67,,,17.0246,0.0143613
14/9/2015,239.653,627.064,1.05297,2.82479,0.00824823
