date,bitcoin,bitcoin_cash,ethereum,litecoin,ripple
26/2/2017,1163.87,315.141,13.5987,3.82013,0.00565337
19/7/2015,291.183,609.078,,3.8561,0.00797953
17/5/2015,242.873,305.481,,1.45206,0.0065787
8/3/2016,407.058,500.963,11.0133,3.25003,0.00786087
19/3/2017,1066.49,313.886,36.2538,4.0015,0.00669406
1/9/2013,109.0,,,2.81232,0.00384587
14/11/2015,329.99,586.54,0.899769,3.19157,0.00450583
11/11/2013,182.28,,,2.18909,0.00693994
19/5/2015,237.498,296.498,,1.45625,0.00654025
17/4/2014,452.016,,,11.4183,0.00822231
23/4/2014,381.885,,,9.89581,0.0061921
27/8/2016,579.669,423.96,11.2826,3.82959,0.00606216
30/7/2016,655.515,415.64,12.6006,4.08624,0.00602673
15/4/2014,427.184,,,11.0422,0.00808195
9/3/2014,578.54,,,14.3143,0.0137323
25/12/2014,316.632,289.795,,2.86806,0.0239231
14/6/2016,692.598,467.441,16.697,5.21401,0.00580718
3/5/2017,1466.76,310.915,77.9965,15.8339,0.0532711
17/7/2017,2170.3,321.074,182.349,43.4159,0.177421
31/5/2016,535.539,398.525,12.4175,4.67623,0.00571131
26/7/2017,2551.28,331.245,202.372,42.3676,0.174158
3/11/2015,317.023,563.668,1.05062,3.95192,0.00489365
6/8/2015,282.168,665.476,,4.36564,0.00829318
27/5/2015,240.201,298.201,,1.79802,0.00685762
24/5/2016,441.976,427.97,14.0698,3.94872,0.00591806
3/4/2015,244.8,316.637,,1.64662,0.00849179
9/1/2015,281.246,208.85,,2.08072,0.0189838
14/5/2014,445.525,,,10.2913,0.00500876
6/12/2013,620.39,,,10.9884,0.00728586
23/10/2017,5648.75,474.903,283.911,57.5338,0.207455
16/5/2017,1753.39,313.663,93.0359,25.0893,0.285943
19/4/2014,455.561,,,11.2546,0.00805076
10/12/2015,395.698,572.047,0.78679,3.6679,0.00716928
23/6/2017,2714.58,330.28,340.326,47.5841,0.296048
1/4/2015,248.411,316.111,,1.66855,0.00884838
7/9/2014,504.556,483.248,,4.72594,0.00504655
3/7/2017,2519.06,331.203,288.076,47.9407,0.259755
22/7/2017,2808.39,343.642,229.22,45.7845,0.19088
16/11/2015,332.634,586.596,0.895713,3.19659,0.00432477
9/1/2017,911.99,356.201,10.1201,3.99424,0.00624151
3/7/2016,678.151,497.343,12.0359,4.56926,0.0067539
10/2/2016,373.454,666.372,3.25093,3.07624,0.00794333
18/12/2013,1077.12,,,39.1735,0.0541564
2/4/2017,1083.77,315.639,51.0716,6.84133,0.0218801
31/1/2014,824.34,,,24.8231,0.0213437
1/8/2015,293.802,698.024,,4.5878,0.00852074
22/7/2013,68.0831,,,2.62584,
6/6/2013,122.9,,,3.1525,
12/5/2015,245.906,290.958,,1.43299,0.00756179
7/6/2015,226.092,493.189,,1.73023,0.00790467
11/9/2014,477.171,415.555,,4.97313,0.00487594
3/8/2016,603.212,406.788,10.5061,3.63578,0.00589021
21/5/2016,442.334,426.271,14.8041,3.85718,0.00607167
11/6/2016,577.185,469.88,14.1767,4.8378,0.00573397
29/4/2014,519.52,,,12.5835,0.00651384
14/10/2014,326.921,377.289,,3.96728,0.00487197
9/3/2017,1202.83,323.721,17.5869,3.77028,0.00656258
20/6/2017,2578.25,335.206,371.813,50.1332,0.294288
5/5/2016,449.276,396.72,9.88719,3.74961,0.00647794
27/5/2013,113.01,,,3.20229,
6/6/2017,2574.47,329.033,248.003,30.5832,0.285237
28/12/2013,892.83,,,30.9159,0.0290606
29/3/2017,1061.93,326.442,50.2902,4.11735,0.0097076
6/2/2014,828.5,,,23.1017,0.0185526
22/10/2014,398.12,340.797,,4.00756,0.00486518
2/2/2016,368.661,689.365,2.12417,3.08294,0.00642346
4/3/2016,420.773,538.593,8.71289,3.33463,0.00807967
22/8/2016,583.081,420.904,11.0607,3.6043,0.00608063
25/5/2013,113.0,,,3.38675,
5/3/2015,252.86,298.011,,1.93497,0.0128394
8/6/2014,575.617,,,11.2259,0.00479502
13/6/2015,229.277,694.922,,1.78413,0.00801485
1/2/2014,838.31,,,25.4841,0.0207658
25/11/2013,315.76,,,3.99794,0.0105597
29/10/2016,687.331,437.058,11.2157,3.96991,0.00814267
27/2/2016,423.06,553.78,5.97399,3.40416,0.00802163
1/11/2016,701.334,440.591,11.0493,4.01151,0.00818938
10/1/2017,907.185,355.08,10.6746,4.30302,0.00620114
10/1/2016,453.716,531.902,0.98147,3.55302,0.00595928
19/3/2016,419.627,531.772,10.8747,3.18352,0.00828672
7/1/2014,671.42,,,20.0852,0.0219629
28/3/2015,263.101,330.894,,1.67796,0.00994753
5/6/2016,580.809,425.085,13.6742,4.79956,0.00579423
30/10/2015,301.821,558.357,1.03441,3.07779,0.00463701
1/4/2016,416.803,537.658,11.9387,3.23896,0.00731557
5/2/2017,1025.47,360.496,11.4835,4.06444,0.00652187
14/9/2014,487.596,456.537,,4.98857,0.00472437
2/9/2016,572.41,426.226,12.0386,3.82477,0.00601495
11/9/2015,241.852,635.395,1.24914,2.92291,0.0076833
11/7/2013,103.691,,,2.96028,
24/7/2015,279.366,727.636,,3.81546,0.00764118
26/8/2013,103.48,,,2.66569,0.00419553
1/6/2017,2202.45,371.493,229.831,25.5753,0.275432
8/5/2015,241.945,300.511,,1.40775,0.00789473
27/10/2017,5804.69,434.797,297.787,55.4896,0.203294
20/9/2016,609.207,447.994,12.9331,3.82609,0.00685441
25/9/2016,603.552,443.858,12.9048,3.80699,0.0072762
23/5/2015,233.332,293.875,,1.48349,0.00663429
13/4/2016,426.941,496.652,7.83191,3.25909,0.00606458
28/11/2014,353.103,665.282,,3.55857,0.00848315
27/1/2017,907.819,360.158,10.573,3.8401,0.00670916
9/8/2017,3343.37,315.335,301.518,47.7154,0.180523
10/11/2015,385.583,593.249,1.02298,3.30095,0.00465513
2/5/2014,504.638,,,12.2852,0.00613032
13/3/2016,421.658,527.072,13.0593,3.29642,0.00878988
9/2/2015,223.529,372.669,,1.79497,0.0135857
20/8/2017,4102.66,336.626,297.089,45.9558,0.156696
12/9/2017,4031.57,341.484,286.907,62.7492,0.204051
29/7/2016,655.233,424.648,12.4966,3.96864,0.00597455
15/7/2014,634.794,,,7.74621,0.00382076
28/4/2017,1302.71,322.307,58.59,14.6508,0.0366437
4/2/2016,374.445,653.344,2.34967,3.05744,0.00685539
21/6/2016,763.99,474.94,11.3179,5.39024,0.00679144
13/8/2015,265.991,672.248,0.75046,4.10814,0.00867418
18/2/2015,234.847,333.791,,1.82639,0.0149753
11/8/2013,94.13,,,2.94805,
22/2/2016,438.633,570.492,4.26989,3.42146,0.00821968
7/5/2016,447.27,339.555,9.75955,3.76672,0.00626334
24/1/2017,923.955,362.776,10.8037,3.83527,0.00667208
22/11/2014,395.159,382.642,,3.88069,0.00535747
30/5/2015,237.484,392.799,,1.84856,0.00697857
17/1/2017,826.108,367.641,9.77584,3.9057,0.00680276
4/6/2017,2524.54,361.731,222.939,27.1708,0.277345
28/9/2014,412.868,318.276,,4.25387,0.00466234
5/10/2016,610.381,457.676,13.4283,3.8298,0.00805483
16/9/2017,3579.77,337.127,244.171,46.5687,0.173153
3/1/2015,319.854,225.995,,2.70405,0.02424
6/11/2014,339.989,287.574,,3.55966,0.00473937
23/7/2017,2749.24,343.984,228.593,43.3938,0.193185
22/11/2015,321.711,596.34,0.928143,3.14921,0.00421988
7/5/2017,1565.56,311.334,94.0171,28.5678,0.100843
1/10/2013,130.55,,,2.57915,0.0065889
5/5/2014,490.975,,,10.9843,0.00564082
6/7/2014,571.571,,,9.22004,0.00400522
1/1/2017,952.229,350.889,7.99574,4.3256,0.00650623
6/3/2014,549.26,,,15.7927,0.0156294
2/5/2016,449.215,368.085,8.83884,3.69523,0.0067945
29/9/2014,402.317,445.515,,4.71408,0.00462538
4/5/2017,1460.46,312.441,80.051,21.1407,0.0614856
21/2/2016,422.163,568.59,4.39507,3.44515,0.00824148
15/10/2013,134.48,,,2.42818,0.0143469
1/5/2015,220.454,300.223,,1.3641,0.00762595
24/5/2015,234.654,299.072,,1.83386,0.0065645
1/5/2016,454.497,404.975,7.70051,3.73858,0.00681302
24/11/2015,322.651,598.766,0.967793,3.12326,0.00426507
12/8/2013,94.005,,,2.96412,
7/6/2016,585.142,419.876,13.8587,4.9445,0.0057578
23/9/2017,3781.92,353.857,286.215,47.6431,0.175206
3/9/2013,117.879,,,2.75302,0.0029013
21/2/2015,237.533,321.242,,1.81535,0.0137851
2/9/2015,230.462,635.922,1.33424,2.84515,0.00794353
7/11/2015,393.216,579.466,0.901961,3.60897,0.00451709
21/2/2017,1057.53,334.482,12.7692,3.75736,0.00586102
28/6/2015,240.823,811.102,,2.85943,0.011147
29/8/2017,4588.45,333.287,371.792,62.8049,0.220111
2/3/2016,438.973,551.791,6.45819,3.43553,0.00796183
16/10/2014,357.081,383.103,,3.72951,0.00482898
28/3/2016,418.019,542.831,10.9251,3.29687,0.00804757
31/7/2015,294.907,686.431,,4.81314,0.0083031
10/8/2015,278.809,669.493,1.33075,3.93867,0.00843946
11/5/2015,232.015,292.507,,1.45574,0.00760309
28/11/2016,736.83,423.015,9.17103,3.8837,0.0070905
20/6/2014,647.333,,,11.0569,0.0045053
12/6/2017,2910.44,328.586,341.219,32.8029,0.279364
15/5/2017,1811.7,317.219,89.9829,28.7054,0.232271
4/10/2015,237.17,605.962,0.671786,3.00312,0.00582619
12/1/2016,445.916,529.23,1.0642,3.55153,0.0059464
24/4/2014,438.115,,,11.4767,0.00612054
28/6/2013,108.4,,,2.12094,
29/8/2014,525.04,380.448,,5.43209,0.00499528
25/2/2015,246.175,311.698,,1.80207,0.0133726
18/2/2014,831.17,,,19.1125,0.0183476
23/5/2014,433.401,,,10.4638,0.006256
4/4/2016,420.978,513.772,11.5422,3.25613,0.0075319
15/10/2017,5688.99,424.556,336.505,62.7716,0.27141
27/7/2015,275.741,689.665,,4.63416,0.00779124
19/12/2016,790.903,401.436,7.91289,3.67449,0.00656872
10/4/2017,1178.15,323.077,43.2103,8.7631,0.0343332
27/11/2014,364.929,490.941,,3.52745,0.00727824
29/10/2013,140.03,,,1.90007,0.00891616
27/9/2014,398.955,306.339,,4.40471,0.0045678
13/11/2015,312.185,590.484,0.780376,3.19637,0.00423932
27/6/2017,2476.72,332.453,262.385,38.9354,0.256521
9/9/2016,626.582,445.88,11.4234,3.97887,0.00592532
27/10/2013,133.14,,,2.0817,0.010089
30/11/2015,355.642,625.093,0.904788,3.59874,0.00423599
12/11/2015,358.042,597.434,0.920968,2.97004,0.00439183
3/8/2015,287.823,664.287,,4.17755,0.00826981
21/8/2015,257.909,642.631,1.23344,3.45715,0.00786179
15/1/2016,432.285,548.211,1.13232,3.46031,0.00561496
3/2/2015,230.433,323.931,,1.91742,0.0147562
13/12/2013,1031.2,,,38.7441,0.0357765
18/7/2015,290.508,648.146,,3.59868,0.00817193
1/7/2016,639.628,532.35,12.418,4.17301,0.0066887
13/5/2013,,,,4.3594,
30/9/2015,237.11,623.406,0.637005,3.16504,0.00641992
14/12/2016,781.452,399.185,8.36854,3.65103,0.00671154
19/2/2017,1056.68,335.944,12.748,3.78666,0.00559988
11/1/2017,908.901,363.756,10.5849,4.59151,0.00670217
17/9/2013,136.65,,,2.68029,0.00604502
12/1/2015,283.238,217.907,,1.98277,0.0208237
10/9/2017,4203.72,333.162,290.671,65.0826,0.214016
29/1/2014,863.15,,,23.7499,0.0210663
29/2/2016,432.212,545.389,6.39912,3.46898,0.00789251
2/10/2016,612.568,449.825,13.1748,3.84679,0.0086715
16/7/2013,97.504,,,2.835,
24/9/2016,599.086,442.982,13.4375,3.81303,0.00687924
19/1/2015,207.809,208.067,,1.38111,0.0149001
6/1/2015,317.848,228.674,,2.37777,0.0243834
5/5/2017,1555.51,311.53,89.9966,24.3395,0.0826562
5/11/2013,178.19,,,1.89033,0.00729291
19/8/2016,574.18,428.3,10.9316,3.61021,0.00606246
16/5/2014,433.529,,,10.4147,0.00603696
1/10/2017,4412.84,371.009,301.734,54.7111,0.203649
26/1/2015,213.693,258.694,,1.41516,0.0168226
13/7/2013,99.66,,,2.796,
10/6/2016,578.783,441.916,14.474,4.69839,0.00578118
24/7/2014,616.682,,,8.65653,0.0064207
24/8/2014,506.347,388.197,,4.07959,0.00496734
17/8/2017,4338.6,328.849,304.577,45.9763,0.157343
25/9/2017,3947.45,352.656,292.858,51.4285,0.182415
2/12/2015,377.034,600.245,0.869735,3.44683,0.0041994
6/9/2016,605.05,440.238,11.7554,3.97535,0.00592107
20/6/2015,252.393,838.749,,3.11599,0.00997339
27/9/2015,236.82,616.656,0.759275,2.89424,0.00666436
20/12/2016,791.731,397.643,7.72591,3.65891,0.0065323
28/6/2016,644.602,503.076,13.9793,4.09958,0.00637082
6/5/2017,1606.17,311.637,99.136,26.6596,0.100675
28/2/2014,644.56,,,15.7769,0.015269
19/7/2017,2307.55,323.231,209.875,42.2525,0.169109
25/8/2014,492.127,459.888,,4.42368,0.00502726
28/7/2017,2795.81,340.933,195.675,39.4441,0.158596
1/10/2015,236.259,613.611,0.653765,3.00216,0.00587739
25/5/2017,2431.33,352.957,193.231,33.9334,0.287395
13/1/2014,752.77,,,24.446,0.0274381
20/10/2013,129.07,,,2.1449,0.00840092
7/3/2015,258.834,289.71,,1.9183,0.0115605
22/10/2017,6021.49,469.86,294.057,54.7092,0.19525
17/4/2017,1176.36,326.745,48.7774,10.6499,0.0333241
6/11/2013,192.69,,,2.17744,0.00753032
26/12/2016,868.522,363.525,7.25881,4.34826,0.00643583
12/10/2013,130.18,,,2.39315,0.010433
1/11/2015,319.693,561.817,1.054,3.94892,0.00480367
31/10/2015,312.264,575.101,1.15956,4.0162,0.00464907
12/4/2017,1196.61,316.469,43.3702,8.86321,0.0332228
14/3/2014,558.21,,,13.6136,0.0139152
8/9/2014,475.192,435.372,,4.78678,0.00466586
28/10/2016,687.116,439.509,11.5681,4.01184,0.00847929
24/12/2013,921.78,,,30.9011,0.0380613
11/12/2014,375.683,383.878,,3.61547,0.0138999
21/7/2016,670.628,445.714,12.1278,4.12341,0.00642165
13/9/2016,605.681,452.795,11.7704,3.82959,0.00586809
18/6/2016,738.893,472.967,17.6904,5.64596,0.00666855
15/11/2015,330.588,587.266,0.89639,3.21223,0.00448588
7/1/2015,313.639,223.363,,2.12187,0.0243363
13/5/2015,241.203,292.803,,1.44874,0.00738617
7/10/2015,237.909,605.355,0.657051,3.0188,0.0050184
14/7/2016,667.684,471.67,10.5412,4.1643,0.00639318
20/10/2017,6083.22,448.679,303.355,58.7629,0.205418
13/1/2016,448.21,542.526,1.08972,3.53092,0.00586845
2/8/2013,97.8,,,2.94747,
10/9/2014,482.651,358.93,,5.14525,0.00479746
8/9/2015,229.577,635.691,1.32205,3.04908,0.00787858
14/1/2015,282.507,213.522,,1.7118,0.0203149
4/6/2015,231.895,518.381,,1.66666,0.00744432
24/9/2015,231.566,593.56,0.905667,2.86964,0.00718293
26/10/2014,392.849,352.495,,3.92963,0.00518261
19/10/2016,639.741,431.367,12.9278,3.83269,0.00833244
18/11/2015,320.706,591.055,0.924759,3.17375,0.00423128
21/7/2014,629.067,,,8.5506,0.00449126
27/4/2014,455.373,,,12.4126,0.00647059
19/5/2014,440.211,,,10.8024,0.00603199
11/1/2015,274.168,222.755,,2.06664,0.0206663
25/2/2016,423.6,556.605,5.58142,3.37178,0.00798268
14/5/2017,1764.14,312.636,88.6388,29.278,0.216798
17/10/2015,254.377,584.646,0.565953,3.10748,0.00539695
2/11/2014,353.119,342.287,,3.83141,0.00487837
11/11/2016,718.026,432.214,10.5761,3.824,0.00813976
28/2/2017,1166.51,344.165,14.6148,3.80805,0.00560091
12/5/2017,1846.69,314.07,90.4664,31.3444,0.191859
13/6/2014,623.169,,,11.0529,0.00417669
23/5/2016,442.557,421.348,13.9423,3.91553,0.00598855
20/10/2015,265.33,568.761,0.517889,3.01751,0.00499478
17/5/2017,1746.73,313.782,90.3108,22.8828,0.414795
26/10/2013,130.18,,,2.13799,0.00944168
1/12/2013,441.28,,,5.44113,0.0096295
30/4/2017,1317.22,319.271,70.4043,15.8288,0.0539095
25/12/2013,957.82,,,30.9343,0.034566
4/10/2017,4243.24,387.065,292.793,50.6844,0.221785
5/6/2013,122.58,,,3.0921,
20/4/2015,225.966,304.08,,1.40545,0.00803212
10/11/2014,330.595,293.072,,3.64065,0.00485333
4/1/2016,433.444,501.002,0.949483,3.47947,0.00604543
26/9/2014,425.231,297.001,,4.2026,0.00477483
23/7/2015,273.602,635.423,,3.79197,0.00781788
10/8/2014,589.081,543.385,,7.30106,0.00492598
23/7/2016,664.809,425.976,13.8725,4.06304,0.00635886
26/3/2014,639.84,,,16.9373,0.0143668
13/11/2014,340.384,293.47,,3.55392,0.00488568
20/12/2015,462.867,597.974,0.905155,3.75341,0.00639666
15/9/2014,485.551,450.076,,5.23714,0.00471267
10/6/2017,2864.85,324.637,275.873,30.0735,0.287783
22/1/2016,417.34,599.469,1.53028,3.28738,0.0053411
15/6/2014,639.06,,,11.1841,0.00388633
25/9/2015,230.202,628.004,0.895256,2.88735,0.0067231
28/8/2014,504.065,386.801,,5.06436,0.00507132
3/6/2016,535.844,420.282,13.8965,4.71687,0.00580192
30/1/2016,380.316,625.039,2.54749,3.10328,0.00602237
24/8/2017,4388.95,326.806,323.112,49.8758,0.228321
4/9/2015,230.863,632.094,1.32183,2.79555,0.00776936
15/9/2013,133.17,,,2.60021,0.00634881
18/5/2015,236.418,299.762,,1.44967,0.00664948
26/12/2015,454.293,586.597,0.876426,3.6071,0.00601442
12/11/2013,195.8,,,2.1736,0.00630711
23/8/2017,4141.83,330.961,316.627,51.5883,0.261605
20/4/2017,1208.33,319.767,50.8194,9.60504,0.0290361
12/10/2014,328.078,364.176,,3.80151,0.00476451
8/6/2013,125.748,,,3.1162,
10/11/2016,734.757,432.709,10.7357,3.85916,0.00806603
30/8/2017,4577.31,329.718,379.244,64.6631,0.227162
12/10/2015,243.426,595.913,0.631135,3.11043,0.00507786
6/12/2016,751.713,417.883,7.25039,3.54876,0.0064365
9/10/2013,126.39,,,2.39876,0.00974518
15/5/2016,455.342,437.573,9.96488,4.00001,0.00607067
4/9/2014,512.218,361.646,,5.23326,0.00504531
16/7/2015,309.859,605.279,,4.64056,0.00861575
1/3/2015,236.6,295.843,,1.80613,0.0134295
30/5/2014,447.122,,,10.7017,0.00666409
27/2/2015,245.211,307.123,,1.82815,0.0131468
17/3/2015,296.532,337.77,,2.00056,0.0105833
21/4/2016,435.579,506.765,8.68771,3.28558,0.00703661
10/11/2013,185.26,,,2.14753,0.00872816
6/7/2016,675.281,487.92,10.1894,4.47176,0.00667612
13/3/2015,274.759,296.989,,2.01105,0.0107309
21/12/2014,345.42,312.173,,2.83509,0.0210572
16/3/2017,1249.55,314.681,30.6553,4.14015,0.00630277
6/3/2017,1255.06,321.505,19.298,3.87117,0.0061738
3/12/2016,773.419,413.76,7.95619,3.93901,0.00666896
25/10/2014,381.085,349.022,,3.93697,0.00499962
16/3/2015,296.145,348.954,,2.00165,0.0103609
25/1/2015,209.398,269.137,,1.41772,0.0163241
13/6/2016,628.133,456.064,14.392,5.40419,0.00579249
10/7/2013,102.443,,,2.87716,
6/10/2016,610.485,453.418,13.2819,3.84708,0.0075772
5/1/2015,310.6,232.885,,2.67208,0.0242848
21/12/2015,462.06,596.695,0.917421,3.70563,0.00629232
6/8/2016,571.827,415.979,11.0556,3.73293,0.00585464
16/4/2015,237.318,302.772,,1.3423,0.00861532
2/8/2015,288.471,680.952,,4.58911,0.00846964
20/9/2014,476.119,400.219,,5.40656,0.00519781
25/9/2013,127.25,,,2.68863,0.006188
21/8/2013,105.841,,,2.77139,
19/1/2014,864.09,,,29.5781,0.0255103
20/3/2016,409.134,531.403,9.8939,3.16552,0.00799365
20/9/2015,230.049,618.917,0.862011,2.95712,0.00753229
21/10/2015,263.062,565.034,0.491283,3.06501,0.00504065
9/11/2016,704.233,433.735,10.7587,3.84756,0.00821415
23/9/2016,597.254,442.67,12.7775,3.84605,0.00696995
27/12/2016,897.475,360.985,7.25054,4.35055,0.00631907
14/12/2013,1149.14,,,33.7176,0.0527312
30/3/2017,1043.88,320.28,52.6444,4.19638,0.0104128
8/11/2015,375.493,577.902,0.892709,3.66232,0.00457588
11/8/2017,3653.01,315.542,301.145,47.2041,0.178282
13/11/2013,200.01,,,2.24327,0.00664484
20/8/2013,106.56,,,2.76763,
26/11/2015,321.585,622.706,0.883399,3.09992,0.00424434
24/4/2017,1219.07,319.84,48.389,13.8711,0.0311902
22/9/2015,231.004,603.901,0.905599,2.84993,0.00761406
3/12/2015,361.484,591.714,0.847603,3.30907,0.00404908
18/2/2016,407.977,573.472,4.39597,3.25593,0.00838504
15/10/2014,333.213,383.748,,3.80459,0.00483021
3/2/2016,372.942,643.045,2.17973,3.07454,0.00661071
28/5/2014,448.52,,,10.3296,0.00601699
28/5/2013,114.713,,,3.0673,
23/12/2016,860.126,384.162,7.61572,3.70807,0.00638585
31/12/2015,430.244,512.575,0.898058,3.45019,0.00622945
29/4/2015,229.881,305.362,,1.35431,0.00773642
20/7/2016,671.247,468.203,11.1097,4.14649,0.0064142
13/7/2015,269.191,665.041,,4.38765,0.00869165
4/9/2017,4040.3,329.611,308.55,63.2018,0.20652
24/7/2017,2763.76,332.406,223.949,44.5151,0.183243
30/5/2013,114.5,,,2.86922,
30/9/2017,4314.11,369.05,301.681,54.3886,0.197761
19/3/2015,282.985,332.303,,2.03391,0.0108781
11/4/2016,419.538,489.888,8.89539,3.22777,0.00615187
15/10/2016,639.156,447.343,11.9118,3.89325,0.00870693
5/12/2015,360.712,590.676,0.810704,3.34918,0.00431147
22/6/2013,119.0,,,2.53026,
9/1/2016,454.248,515.8,0.967989,3.56906,0.00599296
20/11/2015,333.518,589.332,0.992681,3.19193,0.00426159
4/6/2014,523.193,,,11.4844,0.00369285
16/6/2016,677.808,460.984,18.1187,5.21657,0.00695311
30/4/2016,446.808,413.261,7.61565,3.80193,0.00672028
13/12/2016,780.12,399.675,8.48314,3.66182,0.00677387
15/1/2015,277.861,205.928,,1.73657,0.0191566
30/6/2013,98.399,,,2.113,
28/11/2013,374.95,,,4.33204,0.00892624
25/8/2015,233.695,629.348,1.31819,3.38141,0.00761101
19/9/2015,230.9,627.822,0.868778,2.91062,0.00736841
23/8/2015,229.296,642.091,1.52923,3.57523,0.00788027
4/4/2015,247.838,310.701,,1.66967,0.00798646
17/8/2015,263.99,653.662,1.62884,3.92174,0.00844431
1/12/2014,374.572,404.524,,3.55988,0.010217
31/5/2015,236.773,380.535,,1.83241,0.00856125
16/10/2017,5629.59,449.188,332.953,62.1911,0.257693
2/8/2017,2721.82,329.927,220.291,42.197,0.172409
17/10/2016,642.358,449.025,11.9699,3.88678,0.00810681
1/2/2016,378.179,691.075,2.45472,3.0894,0.00650491
13/6/2013,129.179,,,2.94667,
8/2/2014,850.35,,,21.6138,0.0204128
16/10/2016,641.932,449.853,11.8131,3.87488,0.00816351
7/9/2017,4599.26,332.504,330.701,78.974,0.224295
4/2/2015,232.815,311.917,,1.81733,0.014393
2/5/2015,224.947,297.887,,1.42893,0.00784714
20/2/2017,1045.16,334.92,12.7979,3.76927,0.00589136
5/12/2016,770.395,418.486,7.58668,3.89874,0.00649868
15/3/2014,561.03,,,16.4496,0.015657
22/6/2016,713.075,450.049,12.5258,4.74522,0.00650015
30/6/2017,2547.95,324.747,305.518,40.383,0.26297
9/8/2015,281.459,666.029,2.83162,4.15754,0.00807657
14/6/2013,132.13,,,2.94623,
27/6/2014,599.72,,,9.68775,0.00426714
22/6/2014,650.166,,,10.1421,0.00419815
27/2/2017,1157.63,328.875,13.6252,3.81129,0.00568437
3/7/2015,256.939,776.504,,3.93916,0.0110766
26/7/2014,620.928,,,8.42665,0.00531017
14/2/2015,222.527,344.511,,1.72945,0.0138652
5/5/2015,235.142,298.376,,1.43643,0.00804867
23/4/2017,1208.47,318.904,48.6882,13.158,0.0313187
20/7/2017,2723.0,325.107,227.079,46.9525,0.187071
30/10/2016,703.977,440.702,9.56327,4.08971,0.0077592
10/3/2017,1172.99,322.578,17.254,3.8247,0.00651933
13/6/2017,2759.19,337.767,373.309,29.7662,0.253017
9/7/2013,108.0,,,2.82429,
27/11/2016,734.906,415.621,9.38065,3.89169,0.00739926
27/7/2013,93.804,,,2.79461,
30/8/2016,575.008,421.743,10.9561,3.75509,0.00595305
13/10/2013,134.69,,,2.23438,0.0105899
6/4/2015,247.918,307.731,,1.68513,0.00792272
10/5/2015,234.966,293.744,,1.48681,0.00746871
9/5/2015,234.923,298.314,,1.40537,0.00774952
8/10/2014,384.025,366.891,,4.21165,0.00497405
14/11/2014,347.635,282.502,,3.62078,0.00488264
14/7/2013,93.3311,,,3.05876,
4/9/2013,120.2,,,2.62637,0.00549521
19/7/2013,78.8,,,2.43753,
4/8/2013,91.572,,,2.90203,
27/4/2016,462.843,419.725,7.07753,3.97851,0.00723805
24/10/2017,5403.76,444.823,298.7,55.3611,0.206336
25/9/2014,453.857,361.478,,4.49689,0.004939
28/12/2015,419.127,553.206,0.847465,3.43151,0.00616
7/5/2014,456.307,,,10.0568,0.00526292
8/12/2013,808.91,,,10.7737,0.00995799
19/5/2016,454.584,408.521,13.097,4.03062,0.00604288
11/8/2015,279.598,661.139,0.718413,3.90341,0.00878257
7/6/2017,2846.14,336.468,260.683,30.3166,0.287222
23/4/2015,223.678,298.056,,1.40655,0.00786796
8/7/2017,2521.61,328.005,245.791,51.2745,0.236171
12/9/2013,126.36,,,2.53617,0.00609973
27/6/2015,244.157,826.802,,2.85037,0.0109291
10/1/2014,736.34,,,22.5277,0.0273354
18/7/2013,90.797,,,2.67032,
11/3/2015,271.081,289.438,,1.89908,0.0106628
18/4/2017,1173.51,322.143,48.3175,10.4693,0.0338034
28/8/2013,106.89,,,2.74753,0.00431834
10/3/2016,411.899,519.046,10.5855,3.27039,0.00800281
9/9/2017,4118.61,333.277,294.598,58.9287,0.201866
11/8/2014,586.593,555.949,,7.25921,0.00510773
12/1/2014,719.49,,,24.8874,0.0276683
18/8/2017,4195.47,329.657,293.025,45.4842,0.156507
5/11/2015,392.089,577.167,0.997756,4.6938,0.00539967
3/3/2016,435.1,547.471,7.57226,3.40875,0.00800391
25/5/2014,439.853,,,10.4178,0.00711923
8/8/2016,589.672,411.387,11.0441,3.76438,0.0062985
30/1/2015,246.348,314.4,,2.09319,0.0171752
4/8/2017,2881.56,329.773,222.63,45.666,0.177246
5/4/2014,567.012,,,16.2767,0.0127123
12/7/2014,645.444,,,7.29569,0.00322696
24/6/2015,244.765,834.786,,3.04052,0.0102952
8/8/2013,94.5806,,,2.90025,
15/4/2015,236.266,296.597,,1.4754,0.00831992
29/1/2016,395.106,624.045,2.4033,3.15229,0.00610227
20/10/2016,638.151,428.191,12.0492,3.80478,0.00862019
21/10/2016,631.386,436.195,12.1018,3.79186,0.00901673
3/2/2017,996.304,359.26,10.6725,4.07743,0.00648248
6/11/2015,486.534,575.784,0.892536,4.01708,0.00505055
6/9/2013,121.9,,,2.723,0.00555976
10/7/2017,2473.94,323.446,227.169,46.6857,0.19919
27/9/2017,4165.16,357.822,304.452,56.1249,0.199353
27/5/2016,450.022,434.534,12.2899,4.09264,0.0057081
5/3/2017,1269.28,320.479,19.5345,3.86353,0.00632936
10/12/2013,791.59,,,26.0103,0.0230756
7/12/2013,731.15,,,10.4496,0.008754
19/2/2016,416.817,563.892,3.60813,3.24062,0.00806136
4/7/2017,2618.16,328.528,284.342,53.6017,0.254866
10/7/2014,626.494,,,8.11544,0.00353715
23/6/2013,110.09,,,2.31937,
31/8/2017,4740.6,327.353,383.488,77.2658,0.252892
3/10/2014,410.605,425.414,,4.43887,0.0046932
